authorId,authorUrl,authorName
aut2893,115834392,M. Fyffe
aut2894,5218632,J. Gair
aut2895,2103496,L. Gammaitoni
aut2896,117857209,J. Garcia
aut2897,117296834,F. Garufi
aut2898,50878058,N. Gehrels
aut2899,2178546,G. Gemme
aut2900,115344837,E. Génin
aut2901,145767299,A. Gennai
aut2902,145812930,L. Gergely
aut2903,2217518796,S. Ghosh
aut2904,52028425,J. Giaime
aut2905,5543469,S. Giampanis
aut2906,122563564,K. Giardina
aut2907,50741320,A. Giazotto
aut2908,1387911026,S. Gil-Casanova
aut2909,114901002,C. Gill
aut2910,145278071,J. Gleason
aut2911,3009028,E. Goetz
aut2912,144377467,R. Goetz
aut2913,113125579,L. Gondán
aut2914,114066309,G. González
aut2915,1381325944,N. Gordon
aut2916,1381196394,M. Gorodetsky
aut2917,114446708,S. Gossan
aut2918,4168700,S. Gossler
aut2919,3228784,R. Gouaty
aut2920,79016481,C. Graef
aut2921,39764217,P. Graff
aut2922,152494692,M. Granata
aut2923,145616193,A. Grant
aut2924,113927608,S. Gras
aut2925,48904987,C. Gray
aut2926,145043164,R. Greenhalgh
aut2927,103339974,A. Gretarsson
aut2928,3197289,C. Griffo
aut2929,98525415,H. Grote
aut2930,145827385,K. Grover
aut2931,4705477,S. Grunewald
aut2932,120870345,G. Guidi
aut2933,31669459,C. Guido
aut2934,1379644326,K. Gushwa
aut2935,102343727,E. Gustafson
aut2936,50660024,R. Gustafson
aut2937,1384189893,B. Hall
aut2938,1383473606,E. Hall
aut2939,153031769,D. Hammer
aut2940,2256627874,G. Hammond
aut2941,1381197131,M. Hanke
aut2942,80725511,J. Hanks
aut2943,38324247,C. Hanna
aut2944,153192831,J. Hanson
aut2945,152128402,J. Harms
aut2946,1381238926,G. Harry
aut2947,123928772,I. Harry
aut2948,5033553,E. Harstad
aut2949,1381019489,M. Hartman
aut2950,51185544,K. Haughian
aut2951,41194652,K. Hayama
aut2952,152160709,J. Heefner
aut2953,144623894,A. Heidmann
aut2954,117264820,M. Heintze
aut2955,113704890,H. Heitmann
aut2956,2153135,P. Hello
aut2957,144338725,G. Hemming
aut2958,2193312,M. Hendry
aut2959,70669801,I. Heng
aut2960,144831748,A. Heptonstall
aut2961,48877253,M. Heurs
aut2962,144492151,S. Hild
aut2963,145701571,D. Hoak
aut2964,145982223,K. Hodge
aut2965,2256627399,K. Holt
aut2966,144886822,T. Hong
aut2967,121428497,S. Hooper
aut2968,49408020,T. Horrom
aut2969,103317640,D. Hosken
aut2970,145424660,J. Hough
aut2971,1381196544,E. Howell
aut2972,2166450240,Y. Hu
aut2973,103874060,Z. Hua
aut2974,121948406,V. Huang
aut2975,1387828671,E. Huerta
aut2976,49292918,B. Hughey
aut2977,102406351,S. Husa
aut2978,144078859,S. Huttner
aut2979,51443500,M. Huynh
aut2980,1381195806,T. Huynh--Dinh
aut2981,41189581,J. Iafrate
aut2982,2232630878,D. Ingram
aut2983,144777213,R. Inta
aut2984,1878450,T. Isogai
aut2985,123007591,A. Ivanov
aut2986,9187876,B. Iyer
aut2987,145074702,K. Izumi
aut2988,118331453,M. Jacobson
aut2989,48873824,E. James
aut2990,30999580,H. Jang
aut2991,6019349,Y. Jang
aut2992,88686143,P. Jaranowski
aut2993,2083633379,F. Jiménez-Forteza
aut2994,1872098,W. Johnson
aut2995,2253991233,D. Jones
aut2996,2236696300,R. Jones
aut2997,144941913,R. Jonker
aut2998,118172051,L. Ju
aut2999,145705626,K. Haris
aut3000,3252957,P. Kalmus
aut3001,4013201,V. Kalogera
aut3002,102803775,S. Kandhasamy
aut3003,113109199,G. Kang
aut3004,117960293,J. Kanner
aut3005,117461506,M. Kasprzack
aut3006,3110392,R. Kasturi
aut3007,73572953,E. Katsavounidis
aut3008,92990302,W. Katzman
aut3009,47115119,H. Kaufer
aut3010,72310918,K. Kaufman
aut3011,2236696178,K. Kawabe
aut3012,50097945,S. Kawamura
aut3013,3088874,F. Kawazoe
aut3014,47487881,F. Kéfélian
aut3015,94813340,D. Keitel
aut3016,1381238725,D. Kelley
aut3017,117502934,W. Kells
aut3018,102477370,D. Keppel
aut3019,5233078,A. Khalaidovski
aut3020,102504065,F. Khalili
aut3021,116023257,E. Khazanov
aut3022,2107427690,B. Kim
aut3023,2107550456,C. Kim
aut3024,81853995,K. Kim
aut3025,2107349990,N. Kim
aut3026,2157680741,W. Kim
aut3027,103297393,Y. Kim
aut3028,1383471368,P. King
aut3029,1380953270,D. Kinzel
aut3030,2256627264,J. Kissel
aut3031,50881080,S. Klimenko
aut3032,113878828,J. Kline
aut3033,102990823,S. Koehlenbeck
aut3034,152384227,K. Kokeyama
aut3035,47186030,V. Kondrashov
aut3036,134728848,S. Koranda
aut3037,1387828089,W. Korth
aut3038,123935440,I. Kowalska
aut3039,116559403,D. Kozak
aut3040,117543300,A. Kremin
aut3041,6969757,V. Kringel
aut3042,145264486,B. Krishnan
aut3043,2009439,A. Królak
aut3044,1848510,C. Kucharczyk
aut3045,46244357,S. Kudła
aut3046,143774507,G. Kuehn
aut3047,50333527,A. Kumar
aut3048,2107297300,D. Kumar
aut3049,2211868750,P. Kumar
aut3050,3325017,R. Kumar
aut3051,4306289,R. Kurdyumov
aut3052,152544506,P. Kwee
aut3053,2256627610,M. Landry
aut3054,2256627339,B. Lantz
aut3055,2259047183,S. Larson
aut3056,1381303595,P. Lasky
aut3057,103120407,C. Lawrie
aut3058,2025374,A. Lazzarini
aut3059,4943865,P. Leaci
aut3060,4348499,E. Lebigot
aut3061,2109155822,C. Lee
aut3062,153797038,H. Lee
aut3063,79933754,J. Lee
aut3064,97896390,M. Leonardi
aut3065,1380953715,J. Leong
aut3066,144867899,A. L. Roux
aut3067,1947995,N. Leroy
aut3068,152283057,N. Letendre
aut3069,152480482,B. Levine
aut3070,47132163,J. Lewis
aut3071,6420745,V. Lhuillier
aut3072,1410145171,T. G. F. Li
aut3073,97470840,A. Lin
aut3074,1383461830,T. Littenberg
aut3075,5135129,V. Litvine
aut3076,39746941,F. Liu
aut3077,93578151,H. Liu
aut3078,49421475,Y. Liu
aut3079,92856980,Z. Liu
aut3080,50841153,D. Lloyd
aut3081,102887138,N. Lockerbie
aut3082,6549875,V. Lockett
aut3083,4728385,D. Lodhia
aut3084,102586356,K. Loew
aut3085,50369864,J. Logue
aut3086,1387833365,A. Lombardi
aut3087,2888078,M. Lorenzini
aut3088,2289734,V. Loriette
aut3089,5282740,M. Lormand
aut3090,2014559,G. Losurdo
aut3091,1381196827,J. Lough
aut3092,144923139,J. Luan
aut3093,87649791,M. Lubinski
aut3094,103021179,H. Luck
aut3095,87451944,A. Lundgren
aut3096,144040646,J. Macarthur
aut3097,47675572,E. Macdonald
aut3098,6032540,B. Machenschalk
aut3099,102909091,M. Macinnis
aut3100,1381197152,D. Macleod
aut3101,1381197312,F. Magaña-Sandoval
aut3102,6266983,M. Mageswaran
aut3103,5119521,K. Mailand
aut3104,2590296,E. Majorana
aut3105,46486304,I. Maksimovic
aut3106,3595315,V. Malvezzi
aut3107,144047572,N. Man
aut3108,2125350942,G. Manca
aut3109,31382442,I. Mandel
aut3110,152482307,V. Mandic
aut3111,5720000,V. Mangano
aut3112,2108329,M. Mantovani
aut3113,2950393,F. Marchesoni
aut3114,144045039,F. Marion
aut3115,50184636,S. Márka
aut3116,40412024,Z. Márka
aut3117,83587364,W. D. Wright
aut3118,3185893,T. McCormick
aut3119,121406180,Hedwig Lee
aut3120,7363052,Nina L. Cesare
aut3121,2204469,A. Shojaie
aut3122,3003737,Emma S. Spiro
aut3123,145748883,Julián Luengo
aut3124,144143284,R. Graham
aut3125,1717349,D. Knuth
aut3126,2141503355,Oren Patashnik
aut3127,9414241,Karim Abouelmehdi
aut3128,1935321,A. B. Hssane
aut3129,10441982,Hayat Khaloufi
aut3130,1996651,B. Granger
aut3131,152659498,Fernando Pérez
aut3132,144539424,N. Chawla
aut3133,2004577537,Weiqi Wang
aut3134,143804377,E. Krishnan
aut3135,1975339,Christopher Kullenberg
aut3136,3215189,Dick Kasperowski
aut3137,46651096,E. Olivetti
aut3138,4145599,J. Cole
aut3139,2117008214,Edward Kim
aut3140,144503015,O. Kononova
aut3141,2807088,G. Ceder
aut3142,92655573,T. Y. Han
aut3143,4894686,A. Hiszpanski
aut3144,152181346,Tony (Anthony) John Grenville Hey
aut3145,33503698,J. Wardlaw
aut3146,2065826420,Rosa Arias
aut3147,143747427,J. Piera
aut3148,7025219,M. Penker
aut3149,144849745,R. Baker
aut3150,2447179,P. Inventado
aut3151,40119133,G. Carlsson
aut3152,49386177,D. Aksnes
aut3153,2161266,G. Sivertsen
aut3154,2068069380,A. Howard
aut3155,2913228,A. Sohail
aut3156,4231256,Leopold Talirz
aut3157,41192168,Snehal Kumbhar
aut3158,153577509,Elsa Passaro
aut3159,32564579,Aliaksandr V. Yakutovich
aut3160,2070963930,Valeria Granata
aut3161,46272828,F. Gargiulo
aut3162,2075042177,Marco Borelli
aut3163,32077722,M. Uhrin
aut3164,145209987,Sebastiaan P. Huber
aut3165,2011365,Spyros Zoupanos
aut3166,40757803,C. Adorf
aut3167,35766258,C. Andersen
aut3168,2361776,O. Schütt
aut3169,2460146,C. Pignedoli
aut3170,2156318,D. Passerone
aut3171,3298584,J. VandeVondele
aut3172,35060564,T. Schulthess
aut3173,34303113,G. Pizzi
aut3174,2292631,N. Marzari
aut3175,97944003,Pradeep Chintagunta
aut3176,2220546,D. Hanssens
aut3177,2344635,J. Hauser
aut3178,8493799,Neha Patki
aut3179,144281543,Roy Wedge
aut3180,2495739,J. Dickinson
aut3181,39110899,K. Rosenberg
aut3182,144172468,D. Donaldson
aut3183,5109349,A. Storeygard
aut3184,3507117,T. Murdoch
aut3185,4648711,A. Detsky
aut3186,145684572,D. Lindsay
aut3187,48018810,Sanchita Bhattacharya
aut3188,38170019,Sandra Andorf
aut3189,152268965,Linda Gomes
aut3190,2054388427,Henry Schaefer
aut3191,3390886,J. Pontius
aut3192,152449834,Patty Berger
aut3193,1393077058,Vince Desborough
aut3194,2109970090,Thomas Smith
aut3195,144580534,John Campbell
aut3196,37491940,Elizabeth Thomson
aut3197,153674512,Ruth Monteiro
aut3198,2067342602,Patricia Guimaraes
aut3199,145861084,Bryan Walters
aut3200,3266580,Jeffrey A. Wiser
aut3201,1716151,A. Butte
aut3202,102816748,J. Cohen
aut3203,72026341,G. Wyszecki
aut3204,145984076,J. Jenkins
aut3205,2775573,J. Twicken
aut3206,3283185,S. McCauliff
aut3207,50298767,Jennifer Campbell
aut3208,30811204,D. Sanderfer
aut3209,96406583,D. Lung
aut3210,1403821631,M. Mansouri-Samani
aut3211,38509485,F. Girouard
aut3212,5784090,P. Tenenbaum
aut3213,36187205,T. Klaus
aut3214,2109846069,Jeffrey C. Smith
aut3215,5459316,D. Caldwell
aut3216,92835436,A. D. Chacon
aut3217,2405399,C. Henze
aut3218,1415489809,Cory Heiges
aut3219,50238621,D. Latham
aut3220,48281273,E. Morgan
aut3221,2810126,D. Swade
aut3222,9422303,S. Rinehart
aut3223,7209280,R. Vanderspek
aut3224,1980297,M. Aristeidou
aut3225,2786227,C. Herodotou
aut3226,117270759,P. Adams
aut3227,1874113,D. Gilbert
aut3228,34896633,Stephen Pettigrew
aut3229,144882054,Timothy D. Wilson
aut3230,3253342,G. Verbeke
aut3231,2491165,G. Molenberghs
aut3232,2358653,Thomas E. Nichols
aut3233,89297323,Samir Das
aut3234,1717616,S. Eickhoff
aut3235,144159535,Alan C. Evans
aut3236,1975196,T. Glatard
aut3237,1761354,Michael Hanke
aut3238,3351205,N. Kriegeskorte
aut3239,2333008,M. Milham
aut3240,145625277,R. Poldrack
aut3241,144063147,J. Poline
aut3242,2699005,Erika Proal
aut3243,8493461,B. Thirion
aut3244,7549580,D. V. Van Essen
aut3245,2054932935,Tonya White
aut3246,145198313,B. Yeo
aut3247,4053377,C. Kletzing
aut3248,2671531,W. Kurth
aut3249,2243087352,Mario H. Acuña
aut3250,144386961,R. Macdowall
aut3251,2125435085,R. Torbert
aut3252,4941227,T. Averkamp
aut3253,30571629,D. Bodet
aut3254,144472893,S. Bounds
aut3255,7695765,M. Chutter
aut3256,144520577,J. Connerney
aut3257,97919438,D. Crawford
aut3258,40827677,J. Dolan
aut3259,36645616,R. Dvorský
aut3260,4007566,G. Hospodarsky
aut3261,6030811,V. Jordanova
aut3262,113494752,R. Johnson
aut3263,47730357,D. Kirchner
aut3264,14394636,B. Mokrzycki
aut3265,72145706,G. Needell
aut3266,153141242,J. Odom
aut3267,2069935795,D. Mark
aut3268,8485029,R. Pfaff
aut3269,50679726,J. R. Phillips
aut3270,143914383,C. Piker
aut3271,153527897,S. Remington
aut3272,39022066,D. Rowland
aut3273,3695204,O. Santolík
aut3274,34577054,R. Schnurr
aut3275,67343435,D. Sheppard
aut3276,2158122949,Charles W. Smith
aut3277,145900285,R. Thorne
aut3278,115400115,J. Tyler
aut3279,38480469,Jacob Metcalf
aut3280,48024382,K. Crawford
aut3281,2482325,J. Acker
aut3282,35151586,G. Leptoukh
aut3283,48936885,H. Carlone
aut3284,1410188173,Angela C. Johnson
aut3285,1380260980,H. Flewelling
aut3286,7232378,E. Magnier
aut3287,41200687,K. Chambers
aut3288,48012365,J. Heasley
aut3289,1380995276,C. Holmberg
aut3290,49136410,M. Huber
aut3291,1388353546,W. Sweeney
aut3292,36148704,C. Waters
aut3293,14293363,A. Calamida
aut3294,144863162,S. Casertano
aut3295,102474482,D. Farrow
aut3296,41182578,G. Hasinger
aut3297,2058730610,R. Henderson
aut3298,32121026,K. Long
aut3299,103363862,N. Metcalfe
aut3300,145511695,G. Narayan
aut3301,1389942725,M. Nieto-Santisteban
aut3302,3028504,P. Norberg
aut3303,87452225,A. Rest
aut3304,96237694,R. Saglia
aut3305,102365439,A. Thakar
aut3306,4816296,J. Tonry
aut3307,1899842,J. Valenti
aut3308,30724475,S. Werner
aut3309,144244315,R. White
aut3310,27755593,L. Denneau
aut3311,49729592,P. Draper
aut3312,7446053,K. Hodapp
aut3313,2676381,R. Jedicke
aut3314,33742171,N. Kaiser
aut3315,41196858,R. Kudritzki
aut3316,6088516,R. Wainscoat
aut3317,143710263,Ps Builders
aut3318,3111523,S. Chastel
aut3319,144885610,B. McLean
aut3320,47898664,M. Postman
aut3321,30068276,B. Shiao
aut3322,49503161,R. Beyer
aut3323,145749658,O. Alexandrov
aut3324,69023681,S. McMichael
aut3325,1695784,U. Fayyad
aut3326,1398381803,G. Piatetsky-Shapiro
aut3327,2326638,Avita Katal
aut3328,2077643,M. Wazid
aut3329,145270838,R. Goudar
aut3330,1960058,K. Shibata
aut3331,121169265,O. Iwamoto
aut3332,92167064,T. Nakagawa
aut3333,69521687,N. Iwamoto
aut3334,49722691,A. Ichihara
aut3335,34939167,S. Chiba
aut3336,15872967,K. Furutaka
aut3337,9358454,N. Otuka
aut3338,47175113,T. Ohsawa
aut3339,31837937,T. Murata
aut3340,91833179,H. Matsunobu
aut3341,91358775,A. Zukeran
aut3342,47438562,S. Kamada
aut3343,51294019,J. Katakura
aut3344,3751509,B. Zuckerberg
aut3345,5756237,David N. Bonter
aut3346,145938927,W. Kuhn
aut3347,145882060,Tomi Kauppinen
aut3348,1727108,K. Janowicz
aut3349,40532960,Rhiannon L. Crain
aut3350,2110110304,J. Martin
aut3351,47207370,K. Purcell
aut3352,143817739,J. Leeuwen
aut3353,23109668,Julien Troudet
aut3354,3202111,P. Grandcolas
aut3355,3709509,A. Blin
aut3356,1398779531,Régine Vignes-Lebbe
aut3357,3652060,F. Legendre
aut3358,1708677,E. Dart
aut3359,49170176,Lauren Rotman
aut3360,145765359,B. Tierney
aut3361,2054584107,Mary Hester
aut3362,2386943,J. Zurawski
aut3363,144921859,J. Ramsay
aut3364,2056371619,Bernard Walter Silverman
aut3365,13284967,Molly Simis
aut3366,49101932,Haley C. Madden
aut3367,32998833,M. Cacciatore
aut3368,3435391,Sara K. Yeo
aut3369,1714695,E. Garfield
aut3370,14085395,Chris J. Snijders
aut3371,2327470,U. Matzat
aut3372,2939966,Ulf-Dietrich Reips
aut3373,2235217,D. Rubin
aut3374,12184914,Charles C. Ragin
aut3375,2414623,W. Michener
aut3376,2111036325,Matthew B. Jones
aut3377,102662611,Organización para la Cooperación y el Desarrollo Económicos. Ocde
aut3378,7502960,Nirav C. Merchant
aut3379,150987388,Eric Lyons
aut3380,5302840,S. Goff
aut3381,143978505,M. Vaughn
aut3382,145575011,D. Ware
aut3383,2741553,D. Micklos
aut3384,2432510,P. Antin
aut3385,2265555380,Wenming Zhao
aut3386,2237130443,Jingfa Xiao
aut3387,3880218,Daniel Pemstein
aut3388,89835126,Kyle L. Marquardt
aut3389,89295833,Eitan Tzelgov
aut3390,46393456,Yi-ting Wang
aut3391,117173287,Farhad Miri
aut3392,1781565,C. Dwork
aut3393,145818608,V. Feldman
aut3394,1775622,Moritz Hardt
aut3395,1695317,T. Pitassi
aut3396,1746057,Omer Reingold
aut3397,1682008,Aaron Roth
aut3398,144963537,S. Muthukrishnan
aut3399,35534678,E. Ruppert
aut3400,101707203,E. Isin
aut3401,65778917,D. Bigo
aut3402,40157425,Ton de Jong
aut3403,48454219,M. Linn
aut3404,2075109,Z. Zacharia
aut3405,1695689,Geoffrey E. Hinton
aut3406,47975256,A. Lupia
aut3407,11448500,Colin Elman
aut3408,49924962,G. Gauchat
aut3409,2491371,R. Hutchinson
aut3410,144799908,D. Sheldon
aut3411,37535697,Weng-Keen Wong
aut3412,2281754745,Mary M. Gardiner
aut3413,11335058,L. Allee
aut3414,153003191,P. Brown
aut3415,2250389440,John E. Losey
aut3416,2286604937,Helen E. Roy
aut3417,39095959,R. Smyth
aut3418,2249501485,Alfred S. McEwen
aut3419,144570575,N. Thomas
aut3420,104350573,Hirise Team
aut3421,2384128,Madeleine Udell
aut3422,34821102,Alex Townsend
aut3423,2000020,L. Einav
aut3424,2086700188,Jonathan Levin
aut3425,31846263,Kyle M Lang
aut3426,2462877,T. Little
aut3427,48417693,J. Gray
aut3428,2951611,C. Gerlitz
aut3429,31935272,Liliana Bounegru
aut3430,2581334,J. Danielson
aut3431,52168472,D. Gesch
aut3432,1759447,L. Palen
aut3433,11604561,K. Anderson
aut3434,2255987608,Magnus Englander
aut3435,1896276,D. Budgen
aut3436,145662410,P. Brereton
aut3437,144082233,B. Boehm
aut3438,1785952,P. Runeson
aut3439,1686793,Martin Höst
aut3440,2731350,R. Pressman
aut3441,1719124,Saleema Amershi
aut3442,1776779,Andrew Begel
aut3443,145193818,C. Bird
aut3444,1710751,R. Deline
aut3445,50355692,H. Gall
aut3446,1783184,Ece Kamar
aut3447,1693689,Nachiappan Nagappan
aut3448,2571049,Besmira Nushi
aut3449,1714524,C. Wohlin
aut3450,2066103938,Silverio Mart'inez-Fern'andez
aut3451,48174976,J. Bogner
aut3452,1689870,Xavier Franch
aut3453,31737279,M. Oriol
aut3454,1994529163,Julien Siebert
aut3455,3197618,Adam Trendowicz
aut3456,15058014,Anna Maria Vollmer
aut3457,49859108,S. Wagner
aut3458,144521891,R. Yeh
aut3459,3432275,Toufique Ahmed
aut3460,114875459,Prem Devanbu
aut3461,34838618,I. Jacobson
aut3462,1737649,K. Petersen
aut3463,11811487,S. Vakkalanka
aut3464,1784384,Ludwik Kuzniarz
aut3465,9367811,Orges Cico
aut3466,2463383,M. L. Jaccheri
aut3467,1403663276,Anh Nguyen-Duc
aut3468,48212955,He Zhang
aut3469,145968635,B. Kitchenham
aut3470,145689630,M. Turner
aut3471,2067719224,J. Bailey
aut3472,1700115,S. Linkman
aut3473,145278906,R. Feldt
aut3474,6648358,Shahid Mujtaba
aut3475,2949836,Michael Mattsson
aut3476,1728435,Sebastian Baltes
aut3477,144785030,P. Ralph
aut3478,1791762,Magnus C. Ohlsson
aut3479,70350837,B. Regnell
aut3480,2095117,Anders Wesslén
aut3481,145777691,Jianjun Zhao
aut3482,2369671,Zohreh Sharafi
aut3483,3263403,Bonita Sharif
aut3484,1718050,Yann-Gaël Guéhéneuc
aut3485,1685243,R. Bednarik
aut3486,34960451,M. Crosby
aut3487,1957122,C. Tantithamthavorn
aut3488,3269086,Jirayus Jiarpakdee
aut3489,1687239,J. Grundy
aut3490,1795790,Lucy Ellen Lwakatare
aut3491,1999889831,Aiswarya Raj
aut3492,40225855,H. H. Olsson
aut3493,1704617,I. Crnkovic
aut3494,1795780,F. Brooks
aut3495,1680103,Danny Weyns
aut3496,2113588930,B. Fitzgerald
aut3497,2931632,Klaas-Jan Stol
aut3498,1761511,V. Garousi
aut3499,1955934,M. Felderer
aut3500,144811716,M. Mäntylä
aut3501,9543862,Daniel Méndez Fernández
aut3502,1963315,D. Graziotin
aut3503,47585894,H. Seibold
aut3504,144375145,B. Lin
aut3505,8701060,Fiorella Zampetti
aut3506,1801330,G. Bavota
aut3507,1719962,M. D. Penta
aut3508,144216050,Michele Lanza
aut3509,143764471,Rocco Oliveto
aut3510,145623071,Brian Fitzgerald
aut3511,2068105297,William J. Martin
aut3512,2103653,Federica Sarro
aut3513,145401173,Yue Jia
aut3514,2145793494,Yuanyuan Zhang
aut3515,145836176,M. Harman
aut3516,2048851,Giuseppe Destefanis
aut3517,144083401,M. Marchesi
aut3518,3348154,Marco Ortu
aut3519,2192634,R. Tonelli
aut3520,2610983,A. Bracciali
aut3521,2565362,R. Hierons
aut3522,1750021,Nicole Novielli
aut3523,24071491,Daniela Girardi
aut3524,1743022,F. Lanubile
aut3525,2122187,V. Efstathiou
aut3526,51120099,Christos Chatzilenas
aut3527,1740799,D. Spinellis
aut3528,2082938073,E. Klotins
aut3529,1761900,M. Unterkalmsteiner
aut3530,1680289,T. Gorschek
aut3531,35965002,Lodovica Marchesi
aut3532,2112146631,Marco Brambilla
aut3533,1705375,Jordi Cabot
aut3534,1690158,M. Wimmer
aut3535,1731361,L. Madeyski
aut3536,46796087,J. Keung
aut3537,3216425,S. Charters
aut3538,18847847,S. Gibbs
aut3539,2142734,A. Pohthong
aut3540,2795942,Zijad Kurtanović
aut3541,1706506,W. Maalej
aut3542,3000736,N. Alshahwan
aut3543,2115407280,Xinbo Gao
aut3544,144732372,Ke Mao
aut3545,51208367,A. Mols
aut3546,51219283,Taijin Tei
aut3547,51207631,Ilya Zorin
aut3548,2567143,D. Falessi
aut3549,1682367,Natalia Juristo Juzgado
aut3550,145973228,Burak Turhan
aut3551,145576865,Jürgen Münch
aut3552,2423227,Andreas Jedlitschka
aut3553,1744431,M. Oivo
aut3554,35162911,A. Johanson
aut3555,1712950,W. Hasselbring
aut3556,40914297,E. Winter
aut3557,1807335,S. Forshaw
aut3558,1756847,M. Ferrario
aut3559,52112919,R. Wieringa
aut3560,47809306,L. Capra
aut3561,1826416,Anders Arpteg
aut3562,1939487,B. Brinne
aut3563,1412978278,L. Crnkovic-Friis
aut3564,2589314,M. R. Islam
aut3565,3258253,M. Zibran
aut3566,65954427,Tarun Jaiswal
aut3567,2630193,R. Jongeling
aut3568,2239207,Proshanta Sarkar
aut3569,34074917,Subhajit Datta
aut3570,1747171,Alexander Serebrenik
aut3571,2750007,S. Porru
aut3572,50693419,A. Pinna
aut3573,1795768,E. Tempero
aut3574,2278453,P. S. Ganney
aut3575,145260768,S. Pisharody
aut3576,145482351,E. Claridge
aut3577,19258328,Nitish M. Devadiga
aut3578,2109443,Rahul Mohanani
aut3579,144160450,Iflaah Salman
aut3580,7881310,Pilar Rodríguez Marín
aut3581,1771452,Brice Morin
aut3582,8752802,Nicolas Harrand
aut3583,1752388,Franck Fleurey
aut3584,1684412,F. Zambonelli
aut3585,1794359,J. Abrial
aut3586,1836278643,Xin Ye
aut3587,2110826308,Hui Shen
aut3588,2115573502,Xiao Ma
aut3589,3139133,Razvan C. Bunescu
aut3590,2118483756,Chang Liu
aut3591,143902509,L. Chung
aut3592,143839444,Julio Cesar Sampaio do Prado Leite
aut3593,143661147,Félix García
aut3594,2814073,Oscar Pedreira
aut3595,1702096,M. Piattini
aut3596,1396330272,Ana Cerdeira-Pena
aut3597,2013275,Miguel R. Penabad
aut3598,2057729517,Mohamed Khalil
aut3599,145879968,P. Bourque
aut3600,1752130,R. Fairley
aut3601,2148928440,Xin Zhou
aut3602,2110894965,Yuqin Jin
aut3603,2119028371,Shanshan Li
aut3604,2152663212,Xin Huang
aut3605,1730296,Premkumar T. Devanbu
aut3606,1735720,M. Kuhrmann
aut3607,1750997,M. Daneva
aut3608,1683595,Thomas D. Latoza
aut3609,1739859,A. Hoek
aut3610,2873078,Irene Manotas
aut3611,144142354,Rui Zhang
aut3612,144452954,D. Shepherd
aut3613,2220990,Ciera Jaspan
aut3614,143867476,Caitlin Sadowski
aut3615,1699934,L. Pollock
aut3616,3185237,J. Clause
aut3617,1714666,W. Humphrey
aut3618,2831847,S. Vegas
aut3619,2644342,Cecilia Apa
aut3620,4458730,Ayse Tosun Misirli
aut3621,145574559,H. Sharp
aut3622,2273436,Y. Dittrich
aut3623,4572461,C. D. Souza
aut3624,7274019,M. Nagappan
aut3625,3318024,Emad Shihab
aut3626,143801377,D. Möller
aut3627,3091234,Deheng Ye
aut3628,3138980,Zhenchang Xing
aut3629,3408900,Chee Yong Foo
aut3630,3408854,Zi Qun Ang
aut3631,39682944,J. Li
aut3632,144193045,Nachiket Kapre
aut3633,2146784,Saiqa Aleem
aut3634,1739277,Luiz Fernando Capretz
aut3635,3085539,F. Ahmed
aut3636,144826616,Charles Anderson
aut3637,48928342,Joseph Feliciano
aut3638,1734938,M. Storey
aut3639,1945021,A. Zagalsky
aut3640,1733061,A. Aurum
aut3641,1713004,N. Brisaboa
aut3642,143977783,D. Perry
aut3643,1724083,A. Wolf
aut3644,2927907,J. Molléri
aut3645,144414111,E. Mendes
aut3646,2082225744,D. Sarvani
aut3647,70456316,R. Saradha
aut3648,145937248,Timothy Shaffer
aut3649,1810097,Mohamed Wiem Mkaouer
aut3650,1705734,Marouane Kessentini
aut3651,1735419,Slim Bechikh
aut3652,1735842,Mel Ó Cinnéide
aut3653,145080287,K. Deb
aut3654,2834481,J. Siegmund
aut3655,1708928,Norbert Siegmund
aut3656,1721771,S. Apel
aut3657,1801308,F. B. Ruy
aut3658,143967990,R. Falbo
aut3659,1746070,M. Barcellos
aut3660,8426856,S. D. Costa
aut3661,1732239,G. Guizzardi
aut3662,144993235,C. Ebert
aut3663,1782810,R. Prikladnicki
aut3664,1953905,Hussan Munir
aut3665,1776164,K. Wnuk
aut3666,145168850,Yu-Sik Cheon
aut3667,2075754,A. Filieri
aut3668,2753088,M. Maggio
aut3669,2097906548,Konstantinos Angelopoulos
aut3670,1400934713,Nicolás D'Ippolito
aut3671,3220756,I. Gerostathopoulos
aut3672,2971682,A. B. Hempel
aut3673,144704832,H. Hoffmann
aut3674,31948108,Pooyan Jamshidi
aut3675,2129419,Evangelia Kalyvianaki
aut3676,2748720,C. Klein
aut3677,1722583,Filip Krikava
aut3678,1704478,Sasa Misailovic
aut3679,1805880,A. Papadopoulos
aut3680,144540209,S. Ray
aut3681,2587019,Amir Molzam Sharifloo
aut3682,37545708,S. Shevtsov
aut3683,1804509,Mateusz Ujma
aut3684,40651597,T. Vogel
aut3685,1803468,Andrea Arcuri
aut3686,1722904,L. Briand
aut3687,1736121,C. Calero
aut3688,144382893,Tassio Vale
aut3689,145910365,E. Almeida
aut3690,2136740,P. A. M. S. Neto
aut3691,2437661,Y. Cavalcanti
aut3692,145457233,S. Meira
aut3693,1778793,Soo Ling Lim
aut3694,145074286,P. Bentley
aut3695,3093693,N. Kanakam
aut3696,1679182,F. Ishikawa
aut3697,1720917,S. Honiden
aut3698,3007951,Per Lenberg
aut3699,3097992,L. G. Wallgren
aut3700,3211695,J. Linåker
aut3701,3155021,Sardar Muhammad Sulaman
