authorId,authorUrl,authorName
aut5150,9767777,R. Panero
aut5151,2594665,Maddalena Arigoni
aut5152,2151408,M. Olivero
aut5153,2234302,F. Cordero
aut5154,1707561,M. Beccuti
aut5155,2772280,R. Calogero
aut5156,82157487,E. Adebiyi
aut5157,49552676,R. Alami
aut5158,3036615,Alia Benkahla
aut5159,4338261,J. Brandful
aut5160,46310199,S. Doumbia
aut5161,3091648,D. Everett
aut5162,153879218,F. Gaboun
aut5163,6235024,S. Gaseitsiwe
aut5164,50458948,H. Ghazal
aut5165,1777821,Winston A Hide
aut5166,2308149,A. Ibrahimi
aut5167,1403837173,Yasmina Jaufeerally Fakim
aut5168,2258626,S. Kassim
aut5169,2992016,Judit Kumuthini
aut5170,7230991,S. Lyantagaye
aut5171,6150496,J. Makani
aut5172,1403837169,Ahmed Mansour Alzohairy
aut5173,1937423,D. Masiga
aut5174,144050363,A. Moussa
aut5175,4821617,O. Nash
aut5176,1398894870,O. Ouwe Missi Oukem-Boyer
aut5177,1380432370,E. Owusu-Dabo
aut5178,2159798,H. Patterton
aut5179,13367720,F. Radouani
aut5180,3747520,K. Sadki
aut5181,5590516,F. Seghrouchni
aut5182,48384782,Özlem Tastan Bishop
aut5183,50429810,Nicki Tiffin
aut5184,7966851,Nzovu K Ulenga
aut5185,1769496,E. Rouchka
aut5186,2044958,J. Chariker
aut5187,5847964,David Tieri
aut5188,1603532623,J. Park
aut5189,4557442,Shreedharkumar D. Rajurkar
aut5190,2118839061,Vikas Singh
aut5191,1732360,N. Verma
aut5192,2219907099,Yan Cui
aut5193,1731235,M. Farman
aut5194,40397014,Bradford Condon
aut5195,145983165,N. Moore
aut5196,1715364,J. Jaromczyk
aut5197,1727118,Jolanta Jaromczyk
aut5198,2075342770,Daniel R. Harris
aut5199,1680181,P. Calie
aut5200,27015487,Eun Kyong Shin
aut5201,143999416,R. Davis
aut5202,1398105314,Arash Shaban-Nejad
aut5203,26945500,Joshua M. Mitchell
aut5204,1802141,R. Flight
aut5205,2145464371,Qing Jun Wang
aut5206,1916708,R. Higashi
aut5207,40170120,T. Fan
aut5208,34709764,A. Lane
aut5209,145463656,H. Moseley
aut5210,47684460,Liangqun Lu
aut5211,2047694002,B. Daigle
aut5212,2145308713,Xi Chen
aut5213,9718741,Andrey Smelter
aut5214,2146028325,Li Chen
aut5215,1620874789,Bailey K. Phan
aut5216,1620875563,Nathaniel J. Serpico
aut5217,15659639,Ethan G. Toney
aut5218,116926888,Caroline E. Melton
aut5219,48247240,J. Mandel
aut5220,2149052662,Hao Chen
aut5221,21757542,Kazi I. Zaman
aut5222,2064660,R. Homayouni
aut5223,39960997,P. Trainor
aut5224,31691175,S. Carlisle
aut5225,8484176,A. DeFilippis
aut5226,39410750,S. Rai
aut5227,6862351,S. Hiraoka
aut5228,6632126,Ching-chia Yang
aut5229,2604009,W. Iwasaki
aut5230,2173501,S. Hoops
aut5231,1872279,S. Sahle
aut5232,3245104,R. Gauges
aut5233,2115446747,Christine Lee
aut5234,2259124564,Jü Rgen Pahle
aut5235,3099376,N. Simus
aut5236,2426680,M. Singhal
aut5237,2112246012,Liang Xu
aut5238,96510111,P. Mendes
aut5239,2312852,U. Kummer
aut5240,1736785,Adrian Alexa
aut5241,49677340,J. Rahnenführer
aut5242,1751504,A. Boulesteix
aut5243,3284622,Silke Janitza
aut5244,48740962,Jochen Kruppa
aut5245,1825863,I. König
aut5246,47314740,Darren Kessner
aut5247,39354147,Matt Chambers
aut5248,2056064606,Robert Burke
aut5249,7157203,D. Agus
aut5250,2376538,P. Mallick
aut5251,2053381189,Antonio Mora
aut5252,49687105,G. K. Sandve
aut5253,2420039,O. Gabrielsen
aut5254,50489424,Ragnhild Eskeland
aut5255,2353154,H. Kashyap
aut5256,2315045,H. A. Ahmed
aut5257,2176610,N. Hoque
aut5258,38217938,Swarup Roy
aut5259,50573679,D. Bhattacharyya
aut5260,67179990,M. Frankfurter
aut5261,2032358,Cen Wu
aut5262,144072412,Shuangge Ma
aut5263,2285261131,Databases and ontologies
aut5264,2219832560,Thomas K. Karikari
aut5265,2126947,E. Afgan
aut5266,35896013,Clare Sloggett
aut5267,2776237,N. Goonasekera
aut5268,2268495,I. Makunin
aut5269,49437249,Derek Benson
aut5270,2074836467,Mark Crowe
aut5271,6110690,Simon L. Gladman
aut5272,2052832,Yousef Kowsar
aut5273,3374905,Michael Pheasant
aut5274,2058935368,Ron Horst
aut5275,2407989,A. Lonie
aut5276,2732613,J. Tenenbaum
aut5277,1868922,Zhi-qiang Zeng
aut5278,2108701882,Hua Shi
aut5279,2108408362,Yun Wu
aut5280,2955589,Zhiling Hong
aut5281,144750072,J. Wren
aut5282,1749801,Andreas Holzinger
aut5283,1976557,I. Jurisica
aut5284,1844739,P. Labute
aut5285,2104940,C. Greene
aut5286,145745139,J. Tan
aut5287,32404714,Matthew Ung
aut5288,2108563310,J. H. Moore
aut5289,2109916349,Chao Cheng
aut5290,49165680,Ranjit Kumar
aut5291,6409389,P. Eipers
aut5292,2059698224,Michael R. Crowley
aut5293,2388137,D. Crossman
aut5294,2564748,C. Morrow
aut5295,1755594,F. Lewitter
aut5296,1693041,P. Radivojac
aut5297,1779929,A. Lagunin
aut5298,19172929,R. Goel
aut5299,2893244,Dinesh Y. Gawande
aut5300,19389199,Priynka Pahwa
aut5301,40460037,T. Gloriozova
aut5302,31666378,A. Dmitriev
aut5303,153844845,S. Ivanov
aut5304,153071426,A. Rudik
aut5305,11597868,V. Konova
aut5306,11974306,P. Pogodin
aut5307,2320418,D. Druzhilovsky
aut5308,1805456,V. Poroikov
aut5309,8313633,Ö. T. Bishop
aut5310,2415782,K. Ghedira
aut5311,2221017,Alejandra J. Magana
aut5312,4262394,M. Taleyarkhan
aut5313,40369893,D. Alvarado
aut5314,2054360255,Michael Kane
aut5315,3158825,John A. Springer
aut5316,6825527,K. Clase
aut5317,2940289,E. Giannoulatou
aut5318,2453278,D. Humphreys
aut5319,144003410,J. Ho
aut5320,144779781,Zhipeng Cai
aut5321,1731150,O. Eulenstein
aut5322,49231010,D. Janies
aut5323,2453279,M. Marz
aut5324,32170898,C. Drosten
aut5325,2905204,Markus Fricke
aut5326,1697754,D. Frishman
aut5327,1764831,I. Hofacker
aut5328,119727589,D. Hoffmann
aut5329,1685824,M. Middendorf
aut5330,1734264,T. Rattei
aut5331,143788547,P. Stadler
aut5332,34729787,A. Töpfer
aut5333,35490554,S. Choudhuri
aut5334,144858116,J. Ison
aut5335,1877146,Matúš Kalaš
aut5336,10117510,I. Jonassen
aut5337,2834800,D. Bolser
aut5338,143970570,J. Malone
aut5339,1721950,S. Pettifer
aut5340,31335013,P. Rice
aut5341,152862261,C. Johnson
aut5342,2117173,J. Ivanisevic
aut5343,143877861,H. P. Benton
aut5344,2099119,G. Siuzdak
aut5345,1791105,Yanjun Qi
aut5346,48477610,Qiong Wei
aut5347,2656699,Roland L. Dunbrack
aut5348,2053280,D. Mount
aut5349,1927352,E. Sadat
aut5350,46750251,J. Noronha
aut5351,145377984,R. B. Squires
aut5352,145410810,Victoria Hunt
aut5353,1606106088,Mengya Liu
aut5354,2055419285,Chris Larson
aut5355,1981823,Jonathan Dietrich
aut5356,47664870,Adam Roth
aut5357,2397652,Z. Weinberg
aut5358,5299019,Andy G. Y. Chen
aut5359,36698547,P. B. Kim
aut5360,34698488,T. Ames
aut5361,2246735,R. Breaker
aut5362,144306257,P. Woo
aut5363,46844089,Yi Huang
aut5364,145931871,S. Lau
aut5365,145537748,K. Yuen
aut5366,1714873,C. Steinbeck
aut5367,48386456,Yongquan Han
aut5368,40505236,S. Kuhn
aut5369,2201329,Oliver Horlacher
aut5370,46736643,Edgar Luttmann
aut5371,47463096,Egon Willighagen
aut5372,1767318,E. Frank
aut5373,118860642,M. Hall
aut5374,33614647,Leonard E. Trigg
aut5375,9419406,I. Witten
aut5376,2108184717,Xu-Bin Li
aut5377,2116484097,Wen-Rui Jiang
aut5378,144906697,Ziyu Lin
aut5379,2108694412,Gui-Lin Li
aut5380,32811782,Ke Chen
aut5381,32319439,Jose A. Egea
aut5382,145253960,David Henriques
aut5383,2500891,T. Cokelaer
aut5384,2867208,A. F. Villaverde
aut5385,1687682,J. Banga
aut5386,1389786323,J. Sáez-Rodríguez
aut5387,1910389,W. Delport
aut5388,2643857,A. Poon
aut5389,144472713,Sergei L Kosakovsky Pond
aut5390,1751920,Benjamin M. Good
aut5391,1759053,A. Su
aut5392,1395652618,A. García-Sastre
aut5393,5244795,N. Baumgarth
aut5394,1851638,D. Suarez
aut5395,39630596,Alvin Ramsey
aut5396,4504173,Jon Deitrich
aut5397,2075842,A. Karnovsky
aut5398,3164501,T. Weymouth
aut5399,2100923,Tim Hull
aut5400,1940248,V. Tarcea
aut5401,2722045,Giovanni Scardoni
aut5402,2208986,C. Laudanna
aut5403,1685301,M. Sartor
aut5404,2117004,K. Stringer
aut5405,2686496,C. Burant
aut5406,1960873,B. Athey
aut5407,2000896,F. Belleau
aut5408,9171464,Marc-Alexandre Nolin
aut5409,2557437,N. Tourigny
aut5410,34843949,P. Rigault
aut5411,145532617,J. Morissette
aut5412,5018076,O. Abel
aut5413,2257645186,J. Powell
aut5414,2763357,P. Andersen
aut5415,87486204,A. Al-Chalabi
aut5416,34569504,M. D. Souto
aut5417,1737203,M. Kann
aut5418,2900249,Stefan Naulaerts
aut5419,1993159,P. Meysman
aut5420,2262873,Wout Bittremieux
aut5421,3568726,T. Vu
aut5422,2869122,W. V. Berghe
aut5423,1722864,Bart Goethals
aut5424,3081971,K. Laukens
aut5425,1696046,Kévin Darty
aut5426,1759671,A. Denise
aut5427,3043291,Yann Ponty
aut5428,1395785994,Kieran O’Neill
aut5429,3135425,N. Aghaeepour
aut5430,2392403,Josef Spidlen
aut5431,1779438,R. Brinkman
aut5432,5259616,A. Prlić
aut5433,27733692,Andrew D. Yates
aut5434,2248371,S. Bliven
aut5435,40951806,P. W. Rose
aut5436,34216949,Julius O. B. Jacobsen
aut5437,39911301,Peter V. Troshin
aut5438,2053969826,M. Chapman
aut5439,3208622,Jianjiong Gao
aut5440,40416637,Chuan Hock Koh
aut5441,2098132822,Sylvain Foisy
aut5442,143978665,Richard C. G. Holland
aut5443,116008243,G. Rimsa
aut5444,47026700,M. Heuer
aut5445,1401793767,Hannes Brandstätter-Müller
aut5446,8918605,S. Willis
aut5447,2300896796,doi10.1093
aut5448,2300898313,btp595
aut5449,2300895560,Systems
aut5450,2300898758,biology
aut5451,144999310,P. Larrañaga
aut5452,145892659,Borja Calvo
aut5453,145585784,Roberto Santana
aut5454,1687365,C. Bielza
aut5455,2086344475,Josu Galdiano
aut5456,144762651,J. A. Lozano
aut5457,2708156,Ruben Armañanzas Arnedillo
aut5458,1800760,Guzmán Santafé
aut5459,2110404467,Aritz Pérez Martínez
aut5460,145689219,V. Robles
aut5461,37453425,Ronald C. Taylor
aut5462,2417470,Vivekanand Sharma
aut5463,1742896,I. Sarkar
aut5464,145134173,M. Sugimoto
aut5465,153400107,M. Kawakami
aut5466,145742117,M. Robert
aut5467,2795829,T. Soga
aut5468,34958997,M. Tomita
aut5469,47818576,Liping Chen
aut5470,92148538,Di Wu
aut5471,1596203013,L. Ji
aut5472,47150288,Xiaofang Wu
aut5473,3325398,Deshun Xu
aut5474,47060290,Z. Cao
aut5475,144911494,Jiankang Han
aut5476,46275982,Jinong Li
aut5477,2116701340,Zhen Zhang
aut5478,2271360297,Jason Rosenzweig
aut5479,25055333,Young Y. Wang
aut5480,2239971440,Daniel W. Chan
aut5481,2078908511,Audrey Kauffmann
aut5482,1421222990,M. Dolled-Filhart
aut5483,2115304060,Michael Lee
aut5484,88575023,Chih-wen Ou-yang
aut5485,50270321,R. Haraksingh
aut5486,2121626134,J. Lin
aut5487,5788150,Luwen Ning
aut5488,2143909802,Geng Liu
aut5489,150112625,Guibo Li
aut5490,144833146,Yong Hou
aut5491,2054670530,Yin Tong
aut5492,2264959,Jiankui He
aut5493,145743195,M. Randic
aut5494,2475043,M. Novič
aut5495,1792798,D. Plavsic
aut5496,1841114,Pramod Katara
aut5497,32703858,Geraint Duck
aut5498,2144507,G. Nenadic
aut5499,50325336,A. Brass
aut5500,1779626,D. Robertson
aut5501,3035652,Dario Caccia
aut5502,145801288,M. Dugo
aut5503,3302625,M. Callari
aut5504,3792155,I. Bongarzone
aut5505,1687359,C. Have
aut5506,2057912384,L. Jensen
aut5507,1798960,Laura Tolosi
aut5508,3112939,Sami Laroum
aut5509,31396822,B. Duval
aut5510,40300558,D. Tessier
aut5511,2070667,Jin-Kao Hao
aut5512,40359522,Matthew B. Stocks
aut5513,2037676,Simon Moxon
aut5514,144137868,Daniel Mapleson
aut5515,2969683,Hugh C. Woolfenden
aut5516,3351402,I. Mohorianu
aut5517,1974753,Leighton Folkes
aut5518,2417979,F. Schwach
aut5519,2438716,T. Dalmay
aut5520,1681723,V. Moulton
aut5521,1707123,S. Letovsky
aut5522,119607780,Y. H. Yang
aut5523,1776472,B. Zhou
aut5524,9392149,Albert Y. Zomaya
aut5525,1960369,Konstantinos Krampis
aut5526,145348729,Tim Booth
aut5527,46500693,Bela Tiwari
aut5528,1877083,Mesude Bicak
aut5529,1922881,D. Field
aut5530,1723197,K. Nelson
aut5531,50027433,D. Ferrier
aut5532,34243660,P. Holland
aut5533,35405821,John B. O. Mitchell
aut5534,46870998,H. Plaisier
aut5535,3046058,M. Ritchie
aut5536,1404337602,Steven D. Smart
aut5537,2072644960,Lin Dai
aut5538,2170683088,Yan Guo
aut5539,48805463,Zhang Zhang
aut5540,1941987,S. Cammer
aut5541,32172408,Timothy P. Driscoll
aut5542,145180664,S. Mane
aut5543,2067728320,Mark Scott
aut5544,145801861,E. Snyder
aut5545,2109498868,Chunxia Wang
aut5546,35055760,K. Williams
aut5547,2067173969,Tian Xue
aut5548,1810247168,Hyun Seung Yoo
aut5549,2482090,K. Jolley
aut5550,2267907300,E. Feil
aut5551,2287784958,M.-S Chan
aut5552,2093746151,M. Maiden
aut5553,2288680658,Genome analysis
aut5554,2300869040,Advance Access
aut5555,2300871616,2012 April 25
aut5556,2646448,Z. Ezziane
aut5557,2861507,P. Hogeweg
aut5558,40106029,G. Fernald
aut5559,1959846,E. Capriotti
aut5560,3172933,Roxana Daneshjou
aut5561,1813912,K. Karczewski
aut5562,144446128,R. Altman
aut5563,46888415,A. Bateman
aut5564,50486107,W. Pearson
aut5565,1396904462,L. Stein
aut5566,2549187,G. Stormo
aut5567,143613691,J. Yates
aut5568,2292026398,Natthakan Boongoen
aut5569,2292027756,Tossapon Garrett
aut5570,2918170,Claudia Andreini
aut5571,47679133,I. Bertini
aut5572,2281934,T. Levine
aut5573,20027316,R. Daniels
aut5574,47654820,A. Gatta
aut5575,50046003,L. H. Wong
aut5576,145810641,M. Hayes
aut5577,2288197391,Alex Bateman
aut5578,143660072,A. Leitner
aut5579,4145825,T. Walzthoeni
aut5580,47567554,A. Kahraman
aut5581,34951223,Franz Herzog
aut5582,3014968,O. Rinner
aut5583,145412126,Martin Beck
aut5584,8587614,R. Aebersold
aut5585,48874586,M. Nadeau
aut5586,2288842684,Anne Bergeron
aut5587,2288639396,Christophe Paul
aut5588,4463995,C. Ngan
aut5589,2301499946,David R Hall
aut5590,2492272,B. Zerbe
aut5591,2395418,Laurie E. Grove
aut5592,144518940,D. Kozakov
aut5593,1761008,S. Vajda
aut5594,2288910240,Sequence analysis
aut5595,2281388906,A. Zemla
aut5596,2281394328,Tanya Kostova
aut5597,2299332399,gorchakov
aut5598,2281387244,Evgeniya Volkova
aut5599,2299332596,W. C. Beasley
aut5600,2247682402,J. Cardosa
aut5601,2276589957,Scott C Weaver
aut5602,2299336681,Vasilakis
aut5603,2281388826,Pejman Naraghi-Arani
aut5604,32076334,V. Belle
aut5605,2238860519,Bruno Guigliarelli
aut5606,39858352,A. Fournel
aut5607,2247918738,Sonia Longhi
aut5608,2290469312,Aqua
aut5609,2290469321,automated quality
aut5610,2290469315,for multiple
aut5611,2290469319,sequence
aut5612,2290469317,alignments
aut5613,2253949397,B. E. Huang
aut5614,145408539,A. George
aut5615,34841025,J. Agulleiro
aut5616,2301548957,J. J. Fernandez
aut5617,2620454,S. Sadedin
aut5618,34919293,B. Pope
aut5619,2489165,A. Oshlack
aut5620,2106301002,Renato de Paula
aut5621,143906110,M. Holanda
aut5622,2053026590,Luciana S. A. Gomes
aut5623,3083019,Sérgio Lifschitz
aut5624,2057331457,M. E. Walter
aut5625,2247349868,David Curtis
aut5626,37587577,R. She
aut5627,2252977573,J. S. Chu
aut5628,2355922,B. Uyar
aut5629,2152811570,Jun Wang
aut5630,2133842564,Ke Wang
aut5631,34237708,Nansheng Chen
aut5632,144862075,W. Braun
aut5633,1701692,J. Bujnicki
aut5634,2471717,A. Elofsson
aut5635,47578355,D. Fischer
aut5636,1693338,L. Rychlewski
aut5637,1747095,Alan R. Dabney
aut5638,2109403,Wael Awada
aut5639,1754042,D. Dittman
aut5640,1690347,Amri Napolitano
aut5641,2971162,G. Štiglic
aut5642,2592642,Simon Kocbek
aut5643,1710947,Igor Pernek
aut5644,1716474,P. Kokol
aut5645,40143814,E. Plummer
aut5646,5934515,J. Twin
aut5647,2950833,D. Bulach
aut5648,2239656137,S. Garland
aut5649,5300881,S. Tabrizi
aut5650,1911483,D. Gront
aut5651,2224514,A. Kolinski
aut5652,2034203,Khalid Raza
aut5653,1762010,C. Ouzounis
aut5654,153471873,Min Song
aut5655,2109561868,Suyeon Kim
aut5656,1938525,Nathan L. Nehrt
aut5657,34867525,Y. Bromberg
aut5658,48198424,Duojiao Wu
aut5659,144365839,C. Rice
aut5660,2144795979,Xiangdong Wang
aut5661,3328057,J. V. Hulse
aut5662,46555127,C. Goble
aut5663,144223076,Jiten Bhagat
aut5664,2594108,Sergejs Aleksejevs
aut5665,144745522,Don Cruickshank
aut5666,1974756,D. Michaelides
aut5667,35024038,David R. Newman
aut5668,50616147,Mark Borkum
aut5669,1709236,S. Bechhofer
aut5670,144140870,M. Roos
aut5671,1708123,D. D. Roure
aut5672,16491491,G. Grant
aut5673,3328649,D. Gevers
aut5674,144538650,Mihai Pop
aut5675,3118995,P. Schloss
aut5676,1744109,S. Salzberg
aut5677,2385871,K. Mochida
aut5678,2540087,K. Shinozaki
aut5679,2116918288,Ying Dai
aut5680,1763713,Chuming Chen
aut5681,2446311,Hongzhan Huang
aut5682,1744726,Cathy H. Wu
aut5683,3877041,A. Showalter
aut5684,31841365,Brian D. Keppler
aut5685,48648968,J. Lichtenberg
aut5686,40578125,Dazhang Gu
aut5687,1781522,R. Bellazzi
aut5688,1737880,M. Masseroli
aut5689,2296439,A. Shabo
aut5690,2054062367,P. Romano
aut5691,46627576,P. Hornbeck
aut5692,6723292,Indy S Chabra
aut5693,2269300,J. Kornhauser
aut5694,2050463785,E. Skrzypek
aut5695,2119454508,Bin Zhang
aut5696,145352433,S. Subramaniam
aut5697,145736511,E. Fahy
aut5698,2375870,Shakti S. Gupta
aut5699,2010397,Manish Sud
aut5700,2702272,R. Byrnes
aut5701,12422948,Dawn Cotter
aut5702,2931967,A. Dinasarapu
aut5703,1885858,M. Maurya
aut5704,1735571,Andréa M. Matsunaga
aut5705,1716080,Maurício O. Tsugawa
aut5706,144371682,J. Fortes
aut5707,1701360,A. D. Baxevanis
aut5708,35254987,Dongsheng Che
aut5709,2118892847,Qi Liu
aut5710,1799121,K. Rasheed
aut5711,8366427,Xiuping Tao
aut5712,1696937,U. Maulik
aut5713,82752795,S. Bandyopadhyay
aut5714,144241818,A. Mukhopadhyay
aut5715,40226276,Felipe A. Simão
aut5716,3008998,Robert M. Waterhouse
aut5717,2471198,P. Ioannidis
aut5718,3152696,E. Kriventseva
aut5719,2182484,E. Zdobnov
aut5720,2994618,R. Loewe
aut5721,1678796,P. Nelson
aut5722,10127406,L. Liotta
aut5723,2110219674,Jinlian Wang
aut5724,38346263,Manabu Torii
aut5725,50793079,Hongfang Liu
aut5726,1798246,G. Hart
aut5727,34653423,Zhang-Zhi Hu
aut5728,39656902,D. Black
aut5729,2952629,Anthony M. Bolger
aut5730,34424702,M. Lohse
aut5731,2676018,B. Usadel
aut5732,2143734749,Xiang Chen
aut5733,2108668656,Minghui Wang
aut5734,48212763,Heping Zhang
aut5735,2240890689,J. C. Hemphill
aut5736,145206769,P. Andrews
aut5737,2226975053,M. D. Georgia
aut5738,2115099,L. Parnell
aut5739,50743252,P. Lindenbaum
aut5740,47189518,K. Shameer
aut5741,1403815280,G. Dall'Olio
aut5742,2215279,D. Swan
aut5743,1873957,S. Cockell
aut5744,2927177,Brent S. Pedersen
aut5745,36318465,Mary E. Mangan
aut5746,144573820,Christopher A. Miller
aut5747,49870950,I. Albert
aut5748,2479013,Grigoriy Blekherman
aut5749,1722698,R. Laubenbacher
aut5750,50483944,D. Cortes
aut5751,3301529,F. Torti
aut5752,4112395,S. Akman
aut5753,3758099,S. Torti
aut5754,143945011,S. Orchard
aut5755,1398929049,C. Perez-Iratxeta
aut5756,1398412796,Miguel Andrade
aut5757,32813672,M. Cline
aut5758,2681867,R. Karchin
aut5759,2856374,L. Kelley
aut5760,9868702,Stefans Mezulis
aut5761,46403438,C. M. Yates
aut5762,3095771,Mark N. Wass
aut5763,145410834,M. Sternberg
aut5764,1797395,Y. Lussier
aut5765,1399013570,P. Tarczy-Hornoch
aut5766,1397958221,L. Ohno-Machado
aut5767,144217477,Qian Xu
aut5768,3066242,K. Tamura
aut5769,143914088,D. Peterson
aut5770,2068805085,N. Peterson
aut5771,48226007,G. Stecher
aut5772,2015366,M. Nei
aut5773,2110208881,Sudhir Kumar
aut5774,2650343,Matthew R. Lakin
aut5775,50612295,Simon Youssef
aut5776,2301496201,Filippo Polo
aut5777,2301496218,Stephen Emmott
aut5778,2301485339,Andrew Phillips
aut5779,8627738,Matthew D. Kearse
aut5780,3996048,R. Moir
aut5781,2109699603,Amy Wilson
aut5782,1403481342,Steven Stones-Havas
aut5783,2061477032,M. Cheung
aut5784,2886380,S. Sturrock
aut5785,68993873,S. Buxton
aut5786,2055304603,A. Cooper
aut5787,40235565,S. Markowitz
aut5788,39866647,Chris Duran
aut5789,2127796,T. Thierer
aut5790,2068333570,Bruce Ashton
aut5791,2885897,Peter L. Meintjes
aut5792,46510345,Måns Magnusson
aut5793,49562803,Sverker Lundin
aut5794,2620633,M. Käller
aut5795,1805740,R. Eils
aut5796,2616607,M. Schlesner
aut5797,3347596,Seok-Hwan Yoon
aut5798,12335828,Sung-min Ha
aut5799,47595574,Soonjae Kwon
aut5800,2109575289,Jeongmin Lim
aut5801,2140071467,Yeseul Kim
aut5802,15561438,Hyung-Ho Seo
aut5803,2111700,J. Chun
aut5804,145457982,W. Kress
aut5805,39581361,David L. Erickson
aut5806,6562624,B. A. Aksoy
aut5807,2276851,U. Dogrusoz
aut5808,25927447,Gideon Dresdner
aut5809,34762869,Benjamin E. Gross
aut5810,48666631,S. O. Sumer
aut5811,2108539079,Yichao Sun
aut5812,46315066,A. Jacobsen
aut5813,51031517,Rileen Sinha
aut5814,145353250,E. Larsson
aut5815,49248672,E. Cerami
aut5816,144882390,C. Sander
aut5817,145687347,N. Schultz
aut5818,3125518,C. Afshari
aut5819,48172834,H. Hamadeh
aut5820,3074674,P. Bushel
aut5821,144032241,Zhengwei Zhu
aut5822,47403471,Sitao Wu
aut5823,38144649,Christiam Camacho
aut5824,3332113,G. Coulouris
aut5825,40099118,Vahram Avagyan
aut5826,2068605165,Ning Ma
aut5827,2074601,Jason S. Papadopoulos
aut5828,3161657,Kevin Bealer
aut5829,34806045,Thomas L. Madden
aut5830,145684421,F. Madeira
aut5831,98786671,Nandana Madhusoodanan
aut5832,1381800021,Prasad Basutkar
aut5833,2484932,A. Tivey
aut5834,2258595344,Simon C. Potter
aut5835,2286026859,Felix Krueger
aut5836,2286028334,Simon R. Andrews
aut5837,145426479,W. Hsiao
aut5838,1772445,F. Brinkman
aut5839,40019435,Naohisa Goto
aut5840,145566229,P. Prins
aut5841,2470560,Mitsuteru Nakao
aut5842,1770762,R. Bonnal
aut5843,47327032,J. Aerts
aut5844,3222277,Toshiaki Katayama
aut5845,144880504,S. Parasuraman
aut5846,152703583,A. Robinson
aut5847,48821244,Andrew J. Page
aut5848,2183503,Carla A. Cummins
aut5849,47040560,Martin Hunt
aut5850,39762241,V. Wong
aut5851,2639926,S. Reuter
aut5852,143733282,M. Holden
aut5853,2301071,Maria Fookes
aut5854,1863130,D. Falush
aut5855,28894263,Jacqueline A. Keane
aut5856,1708018,J. Parkhill
aut5857,48676925,Sang-Kyu Jung
aut5858,8595425,K. McDonald
aut5859,1704422,Karsten M. Borgwardt
aut5860,33494034,Nona Naderi
aut5861,1825322,T. Kappler
aut5862,2285198126,Christopher J. O. Baker
aut5863,2285138118,René Witte
aut5864,1403238153,G. Pavlovic-Lazetic
aut5865,2098111,N. Mitić
aut5866,2430937,Jovana J. Kovacevic
aut5867,3844766,Z. Obradovic
aut5868,28391907,Sasa N. Malkov
aut5869,48110591,M. Beljanski
aut5870,2089553,V. Likic
aut5871,1687181,M. McConville
aut5872,2092229,T. Lithgow
aut5873,1916001,A. Bacic
aut5874,1849948,X. Robin
aut5875,3090479,N. Turck
aut5876,1813674,A. Hainard
aut5877,3335464,N. Tiberti
aut5878,145139415,Jean-Charles Sanchez
aut5879,50098432,Markus Müller
aut5880,1932138756,Michael S. Cohen
aut5881,144677903,Chao Zhang
aut5882,143818078,K. Shokat
aut5883,47117888,J. Taunton
aut5884,1782193,Ingo Steinwart
aut5885,2534678,A. Christmann
aut5886,1716544,A. Godzik
aut5887,144251731,R. Edwards
aut5888,1867785,D. Horner
aut5889,35001436,G. Pavesi
aut5890,2477608,T. Castrignanò
aut5891,7677260,P. D. Meo
aut5892,3069061,S. Liuni
aut5893,1971387,M. Sammeth
aut5894,2636948,E. Picardi
aut5895,1680212,G. Pesole
aut5896,31832262,Pierre-Alain Chaumeil
aut5897,1397030859,Aaron J. Mussig
aut5898,1730445,P. Hugenholtz
aut5899,2848948,Donovan H. Parks
aut5900,2097232470,Oliver Sander
aut5901,2119236,S. Sierra
aut5902,2824483,A. Thielen
aut5903,144564370,R. Kaiser
aut5904,3047358,G. Bindea
aut5905,3291843,B. Mlecnik
aut5906,2128466,H. Hackl
aut5907,50705258,P. Charoentong
aut5908,3275892,M. Tosolini
aut5909,2530678,A. Kirilovsky
aut5910,144179137,W. Fridman
aut5911,2806240,F. Pagès
aut5912,1746001,Z. Trajanoski
aut5913,3069178,J. Galon
aut5914,1395596878,S. Capella-Gutiérrez
aut5915,1406851385,José M. Silla-Martínez
aut5916,1786001,T. Gabaldón
aut5917,1804600,Purvi Saraiya
aut5918,144305975,Chris North
aut5919,1792197,K. Duca
aut5920,1716510,N. Paton
aut5921,87339519,M. Kanehisa
aut5922,41151584,Colin Megill
aut5923,27479336,Sidney M. Bell
aut5924,47260168,B. Potter
aut5925,40417266,Charlton Callender
aut5926,9357077,P. Sagulenko
aut5927,3093288,Kay Prüfer
aut5928,2661364,U. Stenzel
aut5929,2128819,M. Dannemann
aut5930,2289166184,Richard E. Green
aut5931,2250389952,Michael Lachmann
aut5932,2252405665,Janet Kelso
aut5933,2242044298,Casper J. Albers
aut5934,2256533370,Ritsert C. Jansen
aut5935,2237168244,Jan Kok
aut5936,1721110,O. Kuipers
aut5937,144781688,S. Hijum
aut5938,50053975,Kevin C. Chen
aut5939,2514969,L. Pachter
aut5940,2014102,N. Luscombe
aut5941,2751148,D. Greenbaum
aut5942,3340156,Chenna Ramu
aut5943,34885503,H. Sugawara
aut5944,2056263326,Tadashi Koike
aut5945,34569434,T. Gibson
aut5946,15410046,D. Higgins
aut5947,1734714178,J. Thompson
