START_ID,END_ID
193792.0,25813072
193792.0,31126299
193792.0,59620479
193792.0,61763766
193792.0,32079733
193625.0,41038651
193792.0,74658628
193792.0,53005301
193792.0,58835406
193792.0,59336671
193792.0,28528441
193792.0,93036451
193792.0,63347867
193792.0,56227558
193792.0,60009686
193792.0,29786807
193792.0,82592331
193792.0,26456080
193792.0,80063890
193792.0,16314806
193792.0,36361822
193792.0,67887891
193792.0,70821949
193523.0,29794148
193616.0,60069524
193624.0,57942291
193433.0,69821131
193433.0,34081754
193624.0,43375207
193624.0,58050744
193310.0,65465089
193433.0,22654513
193624.0,33477933
193965.0,49713666
193624.0,58846374
193597.0,96909992
193624.0,16092359
193433.0,90905638
193433.0,21664180
193433.0,61136212
193433.0,45669771
193433.0,26013506
193433.0,51856555
193433.0,81750018
193336.0,25879290
193303.0,29267587
193310.0,69808450
193433.0,98193821
193433.0,25476131
193306.0,60944573
193333.0,83770057
193052.0,81784115
193052.0,64520738
193052.0,25214733
193052.0,80079337
193052.0,24967554
193052.0,71812704
193052.0,76171587
193052.0,18435248
193491.0,73912866
193081.0,36842424
193052.0,46042387
196183.0,76863932
196102.0,32656835
196102.0,21777631
193067.0,79240020
196562.0,65670389
196563.0,34958185
196185.0,37715188
196562.0,96511765
196102.0,59303549
196563.0,28156049
193912.0,85342899
196086.0,51773086
193622.0,20953364
193622.0,10367140
192852.0,67564188
192741.0,74161775
192884.0,45707456
192884.0,13896331
192884.0,30120361
192884.0,61227846
192630.0,19293119
192630.0,27373876
191924.0,19846801
192630.0,90535157
192630.0,78873506
192630.0,22503057
192630.0,76424966
192630.0,73278339
192630.0,73893853
192630.0,31876354
192630.0,76437090
192630.0,13527873
192885.0,25711274
192630.0,45130271
192885.0,64913367
192630.0,51631618
192254.0,37099067
192254.0,92841178
192254.0,11293307
192255.0,25243673
192172.0,10482428
191642.0,66589546
195624.0,65747222
193270.0,56900440
192092.0,43564596
191741.0,69920037
191741.0,57625926
191742.0,30842065
191432.0,55328853
191432.0,99485426
191432.0,87088611
191432.0,70423643
191432.0,38546906
191432.0,69858173
191432.0,37670063
191432.0,96966793
191432.0,54419437
194962.0,49116218
191432.0,93103498
191434.0,63325951
191432.0,57550962
191432.0,58026258
191432.0,53022641
191432.0,32666513
191432.0,51782858
191432.0,68872385
191432.0,89748542
191432.0,36173421
191432.0,90083245
191432.0,32198187
191432.0,98006913
191432.0,83352520
191432.0,87513206
191432.0,21002178
191432.0,78281097
191432.0,25389531
191432.0,72872027
191432.0,28978504
191432.0,87011928
191432.0,58768509
191432.0,10883216
191432.0,71000141
191432.0,59964328
191432.0,76818244
191432.0,39774771
191432.0,69248141
192763.0,80135487
194962.0,61539037
191432.0,22742619
191432.0,97261408
191432.0,68946324
191432.0,21952524
191432.0,30853055
191432.0,23609296
192763.0,68804399
191432.0,69769193
193227.0,80439686
193305.0,88583742
193227.0,92877188
192234.0,99039848
191942.0,44683046
191604.0,11198938
192882.0,30406521
192882.0,63459465
191170.0,96467465
192882.0,28924214
192882.0,15301337
192882.0,73211724
192096.0,51142376
192882.0,55270272
192882.0,49739420
191170.0,52479543
192882.0,24747018
192882.0,59814126
194605.0,35420411
192096.0,45491186
192882.0,78416523
192882.0,56421885
192882.0,57891933
192096.0,43003204
192882.0,35801849
192882.0,59407788
192882.0,50456361
191170.0,11988091
192882.0,72890691
191176.0,60080947
190907.0,94621938
190907.0,50946795
191433.0,60416468
190952.0,20222508
191200.0,14097132
190907.0,37266228
190907.0,80714083
190903.0,48397580
190907.0,16500680
190756.0,96677005
190882.0,89729699
190882.0,33805369
190882.0,47077635
190882.0,88246622
190882.0,38302888
190882.0,33349768
190882.0,87713092
190882.0,87592292
190882.0,59180615
190882.0,25719158
190882.0,71274089
190882.0,76427515
190882.0,70620754
190882.0,61528875
190882.0,11093173
190922.0,80369850
190882.0,44174479
190882.0,34216129
190882.0,21788816
190882.0,67828558
190882.0,30407713
190882.0,93284620
190882.0,73147528
190882.0,75299463
190882.0,35607755
190882.0,63743813
190882.0,45074677
190882.0,45712757
193911.0,26318395
193911.0,17693122
193911.0,25545614
190701.0,60043908
190710.0,86927683
190597.0,52823400
197353.0,66971356
191640.0,71766534
190710.0,11483224
190532.0,99817731
191640.0,57819097
190710.0,74500517
190601.0,24767741
190586.0,14017976
190704.0,74389899
190597.0,36819665
195861.0,78819443
195861.0,29151821
195861.0,51227530
195861.0,69936277
195861.0,35445890
195861.0,69427621
195861.0,39689453
195861.0,39746873
195861.0,70514555
195861.0,94302148
195861.0,45039884
195861.0,18353073
195861.0,12837970
195861.0,87250259
195861.0,70731767
195861.0,54451078
195861.0,24423728
195861.0,52827971
195861.0,48191548
190790.0,10617570
190792.0,68089418
