START_ID,END_ID
2-s2.0-85180500113,87777648
2-s2.0-85180500113,58861345
2-s2.0-85181068284,92085882
2-s2.0-85181068284,10724647
2-s2.0-85181068284,98381567
2-s2.0-85184995987,19190410
2-s2.0-85184995987,76183404
2-s2.0-85184995987,23667605
2-s2.0-85185294816,12066295
2-s2.0-85185294816,86963836
2-s2.0-85185294816,81606439
2-s2.0-85185538059,70723569
2-s2.0-85185538059,51663528
2-s2.0-85185538059,40692409
2-s2.0-85179080440,87777648
2-s2.0-85179080440,72819347
2-s2.0-85179080440,64224805
2-s2.0-85183205605,36120293
2-s2.0-85183205605,64331316
2-s2.0-85183205605,58896704
2-s2.0-85184362080,42864192
2-s2.0-85184362080,46067544
2-s2.0-85184362080,73627998
2-s2.0-85180542960,37740989
2-s2.0-85180542960,88493986
2-s2.0-85180542960,71738394
2-s2.0-85184477578,36199434
2-s2.0-85184477578,82334437
2-s2.0-85184477578,99339927
2-s2.0-85179009891,66140279
2-s2.0-85179009891,94946976
2-s2.0-85179009891,76654356
2-s2.0-85185313011,33051984
2-s2.0-85185313011,50939707
2-s2.0-85185313011,87576667
2-s2.0-85183454142,60690013
2-s2.0-85183454142,92895340
2-s2.0-85183454142,92717123
2-s2.0-85185814371,74254235
2-s2.0-85185814371,83778874
2-s2.0-85185814371,58454150
2-s2.0-85182913692,32996058
2-s2.0-85182913692,18220341
2-s2.0-85182913692,22439868
2-s2.0-85185846177,90272327
2-s2.0-85185846177,68046275
2-s2.0-85185846177,73787197
2-s2.0-85185528521,64679398
2-s2.0-85185528521,92085882
2-s2.0-85185528521,55804942
2-s2.0-85185273620,61845075
2-s2.0-85185273620,91246988
2-s2.0-85185273620,60005426
2-s2.0-85185194758,92085882
2-s2.0-85185194758,44178735
2-s2.0-85185194758,75807977
2-s2.0-85183577996,60690013
2-s2.0-85183577996,99097499
2-s2.0-85183577996,98485719
2-s2.0-85185535845,71811170
2-s2.0-85185535845,90396599
2-s2.0-85185535845,94290882
2-s2.0-85185312718,70561171
2-s2.0-85185312718,11920948
2-s2.0-85185312718,17681522
2-s2.0-85185532334,80023401
2-s2.0-85185532334,51177499
2-s2.0-85185532334,19417430
2-s2.0-85184751018,65408314
2-s2.0-85184751018,92085882
2-s2.0-85184751018,82334437
2-s2.0-85184519709,57252244
2-s2.0-85184519709,88799728
2-s2.0-85184519709,59323844
2-s2.0-85185848112,87829734
2-s2.0-85185848112,18141689
2-s2.0-85185848112,22892499
2-s2.0-85185835203,60690013
2-s2.0-85185835203,26536510
2-s2.0-85185835203,96972520
2-s2.0-85185287743,26213996
2-s2.0-85185287743,96383882
2-s2.0-85185287743,22439868
2-s2.0-85183998083,59547525
2-s2.0-85183998083,83520490
2-s2.0-85183998083,49390805
2-s2.0-85185840854,33600634
2-s2.0-85185840854,26536510
2-s2.0-85185840854,38773503
2-s2.0-85185282339,56170108
2-s2.0-85185282339,97704601
2-s2.0-85185282339,24918870
2-s2.0-85182395378,11762187
2-s2.0-85182395378,47016050
2-s2.0-85182395378,30292911
2-s2.0-85185196409,78961252
2-s2.0-85185196409,87904664
2-s2.0-85185196409,96677328
2-s2.0-85185884009,29711638
2-s2.0-85185884009,16153538
2-s2.0-85185884009,69014808
2-s2.0-85179466658,60690013
2-s2.0-85179466658,83485995
2-s2.0-85179466658,85671524
2-s2.0-85185289037,81606439
2-s2.0-85185289037,60695413
2-s2.0-85185289037,28725142
2-s2.0-85185197049,67782527
2-s2.0-85185197049,58454150
2-s2.0-85185197049,84483732
2-s2.0-85183577318,92372488
2-s2.0-85183577318,87609768
2-s2.0-85183577318,88493986
2-s2.0-85185832192,64412254
2-s2.0-85185832192,81722063
2-s2.0-85185832192,22550270
2-s2.0-85181118530,26213996
2-s2.0-85181118530,17970633
2-s2.0-85181118530,89982392
2-s2.0-85185313465,17189829
2-s2.0-85185313465,27959503
2-s2.0-85185313465,66646481
2-s2.0-85186118831,70463416
2-s2.0-85186118831,99097499
2-s2.0-85186118831,33051984
2-s2.0-85185179460,30154858
2-s2.0-85185179460,60085370
2-s2.0-85185179460,92775148
2-s2.0-85185268230,44291200
2-s2.0-85185268230,13795970
2-s2.0-85185268230,22349554
2-s2.0-85182029381,28735095
2-s2.0-85182029381,77571842
2-s2.0-85182029381,89748510
2-s2.0-85184999772,57890679
2-s2.0-85184999772,80791087
2-s2.0-85184999772,33051984
2-s2.0-85183450381,83842727
2-s2.0-85183450381,45981116
2-s2.0-85183450381,67773481
2-s2.0-85185561869,91313410
2-s2.0-85185561869,38084634
2-s2.0-85185561869,28847464
2-s2.0-85180709676,21480538
2-s2.0-85180709676,29632959
2-s2.0-85180709676,54081693
2-s2.0-85185838069,39290116
2-s2.0-85185838069,33589800
2-s2.0-85185838069,88013379
2-s2.0-85152659115,52511241
2-s2.0-85152659115,70463416
2-s2.0-85152659115,61830846
2-s2.0-85185832241,28735095
2-s2.0-85185832241,41406538
2-s2.0-85185832241,49174867
2-s2.0-85181777461,97081484
2-s2.0-85181777461,53502228
2-s2.0-85181777461,92359522
2-s2.0-85186112161,28600594
2-s2.0-85186112161,44652920
2-s2.0-85186112161,92987777
2-s2.0-85171578649,93235383
2-s2.0-85171578649,61356842
2-s2.0-85171578649,16195345
2-s2.0-85184520672,76348312
2-s2.0-85184520672,82334437
2-s2.0-85184520672,41711702
2-s2.0-85186112703,44463782
2-s2.0-85186112703,59437415
2-s2.0-85186112703,98837071
2-s2.0-85185182324,63392369
2-s2.0-85185182324,63145733
2-s2.0-85185182324,82334437
2-s2.0-85179588262,71102560
2-s2.0-85179588262,70433529
2-s2.0-85179588262,20720699
2-s2.0-85185535367,92895340
2-s2.0-85185535367,59312108
2-s2.0-85185535367,57406940
2-s2.0-85184145626,46476121
2-s2.0-85184145626,92085882
2-s2.0-85184145626,11514755
2-s2.0-85185892974,11548169
2-s2.0-85185892974,76175254
2-s2.0-85185892974,66604741
2-s2.0-85185253686,92085882
2-s2.0-85185253686,13576915
2-s2.0-85185253686,44463782
2-s2.0-85184149825,32823966
2-s2.0-85184149825,65737579
2-s2.0-85184149825,50440446
2-s2.0-85181733296,33149482
2-s2.0-85181733296,60491799
2-s2.0-85181733296,92085882
2-s2.0-85185498624,76585345
2-s2.0-85185498624,29543019
2-s2.0-85185498624,75229830
2-s2.0-85181536916,43228151
2-s2.0-85181536916,76648598
2-s2.0-85181536916,53127986
2-s2.0-85181586458,23492627
2-s2.0-85181586458,24869649
2-s2.0-85181586458,53046605
2-s2.0-85183470049,51448431
2-s2.0-85183470049,92085882
2-s2.0-85183470049,47923685
2-s2.0-85181586736,13444798
2-s2.0-85181586736,22341942
2-s2.0-85181586736,11048306
2-s2.0-85183957660,74254235
2-s2.0-85183957660,58454150
2-s2.0-85183957660,83094459
2-s2.0-85177847665,48238910
2-s2.0-85177847665,71456122
2-s2.0-85177847665,30662130
2-s2.0-85165879107,30822897
2-s2.0-85165879107,75026227
2-s2.0-85165879107,46448224
2-s2.0-85181754483,44926071
2-s2.0-85181754483,26146417
2-s2.0-85181754483,92372488
2-s2.0-85181968666,16046907
2-s2.0-85181968666,69186887
2-s2.0-85181968666,95141932
2-s2.0-85182871625,17189829
2-s2.0-85182871625,78602670
2-s2.0-85182871625,73297992
2-s2.0-85179582783,13655219
2-s2.0-85179582783,95483993
2-s2.0-85179582783,73634303
2-s2.0-85184816257,53626571
2-s2.0-85184816257,40686578
2-s2.0-85184816257,88483313
2-s2.0-85180535049,86963836
2-s2.0-85180535049,33149482
2-s2.0-85180535049,14404195
2-s2.0-85179619923,28659640
2-s2.0-85179619923,60491799
2-s2.0-85179619923,50589127
2-s2.0-85183179804,20208721
2-s2.0-85183179804,69093679
2-s2.0-85183179804,85119092
2-s2.0-85179583582,91722188
2-s2.0-85179583582,24918870
2-s2.0-85179583582,65968324
2-s2.0-85183456549,40319640
2-s2.0-85183456549,48940637
2-s2.0-85183456549,19327450
2-s2.0-85179588234,65480352
2-s2.0-85179588234,44880455
2-s2.0-85179588234,62883209
2-s2.0-85179583742,27028776
2-s2.0-85179583742,80239741
2-s2.0-85179583742,96383882
2-s2.0-85185401196,27618083
2-s2.0-85185401196,12044150
2-s2.0-85185401196,46373493
2-s2.0-85185537635,10231394
2-s2.0-85185537635,70768814
2-s2.0-85185537635,23463578
2-s2.0-85181582314,16281309
2-s2.0-85181582314,44926071
2-s2.0-85181582314,60966819
2-s2.0-85166328634,26995686
2-s2.0-85166328634,64679398
2-s2.0-85166328634,56328275
2-s2.0-85164424784,92085882
2-s2.0-85164424784,35228594
2-s2.0-85164424784,51793272
2-s2.0-85161005004,52896987
2-s2.0-85161005004,16853411
2-s2.0-85161005004,33205491
2-s2.0-85180373262,16153538
2-s2.0-85180373262,43896488
2-s2.0-85180373262,38191356
2-s2.0-85179586847,40319640
2-s2.0-85179586847,38453089
2-s2.0-85179586847,92085882
2-s2.0-85180414536,40686578
2-s2.0-85180414536,11304677
2-s2.0-85180414536,56081032
2-s2.0-85179586848,32823966
2-s2.0-85179586848,87904664
2-s2.0-85179586848,33051984
2-s2.0-85182448330,21480538
2-s2.0-85182448330,41929234
2-s2.0-85182448330,17536064
2-s2.0-85179586164,92085882
2-s2.0-85179586164,39417314
2-s2.0-85179586164,28079142
2-s2.0-85181583650,80687192
2-s2.0-85181583650,56448374
2-s2.0-85181583650,86175508
2-s2.0-85181585417,95881482
2-s2.0-85181585417,78602670
2-s2.0-85181585417,79145540
2-s2.0-85165898717,30236415
2-s2.0-85165898717,59454250
2-s2.0-85165898717,95615712
2-s2.0-85180553355,52511241
2-s2.0-85180553355,70463416
2-s2.0-85180553355,80307954
2-s2.0-85179584378,99955896
2-s2.0-85179584378,23690084
2-s2.0-85179584378,71077181
2-s2.0-85181976138,28636221
2-s2.0-85181976138,88507706
2-s2.0-85181976138,47012131
2-s2.0-85186142252,63264443
2-s2.0-85186142252,43896488
2-s2.0-85186142252,47570942
2-s2.0-85179581540,26563109
2-s2.0-85179581540,88372093
2-s2.0-85179581540,62883209
2-s2.0-85182405871,13161916
2-s2.0-85182405871,52246218
2-s2.0-85182405871,20208721
2-s2.0-85179843466,63392369
2-s2.0-85179843466,61830846
2-s2.0-85179843466,92085882
2-s2.0-85183454323,34598453
2-s2.0-85183454323,11598724
2-s2.0-85183454323,25642865
2-s2.0-85179585975,56617142
2-s2.0-85179585975,50052068
2-s2.0-85179585975,96630849
2-s2.0-85181974102,28735095
2-s2.0-85181974102,97159485
2-s2.0-85181974102,45685037
